company,duration,response_date,year_of_birth,gender,education_level,social_stratum,nationality,department,municipality,experience_dip,occupation,id_last_four,last_name_initial,ie_ambiguity_tolerance_u,ie_ambiguity_tolerance_v,ie_ambiguity_tolerance_w,ie_ambiguity_tolerance_x,ie_ambiguity_tolerance_y,ie_ambiguity_tolerance_z,ie_ambiguity_tolerance_aa,ie_ambiguity_tolerance_ab,ie_ambiguity_tolerance_ac,ie_ambiguity_tolerance_ad,ie_confidence_a,ie_confidence_b,ie_confidence_c,ie_confidence_d,ie_confidence_e,ie_confidence_f,ie_confidence_g,ie_confidence_h,ie_confidence_i,ie_dehumanization_left,ie_dehumanization_center,ie_dehumanization_right,fake_news_al,fake_news_am,fake_news_an,fake_news_ao,fake_news_ap,fake_news_aq,fake_news_ar,fake_news_as,fake_news_at,fake_news_au,fake_news_av,fake_news_aw,fake_news_ax,fake_news_ay,fake_news_az,fake_news_ba,fake_news_bb,fake_news_bc,tweet_e_lack_of_information,tweet_e_report,tweet_f_lack_of_information,tweet_f_report,ie_discrimination_a,ie_discrimination_b,ie_discrimination_c,ie_discrimination_d,ie_discrimination_e,ie_discrimination_f,complete
SIPopsy,,2022-07-08,1998,Mujer,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Desempleado,8102,B,1,1,3,2,1,1,1,2,3,1,2,1,1,0,0,2,1,1,3,"Impresión,Inquietud,Timidez,Aburrición,Vergüenza,Trabajo","Emoción,Timidez,Aburrición,Vergüenza,Imprudencia,Impresión","Aburrición,Dedicación,Extroversión,Sorpresa,Inquietud,Compasión",4,1,1,1,2,4,1,1,3,2,4,2,1,1,2,3,5,1,0,1,0,0,2,2,1,2,5,1,true
SIPopsy,,2022-07-08,1996,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Desempleado,4063,V,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,3,"Emoción,Inquietud,Orgullo,Trabajo,Extroversión,Amistad","Extroversión,Sorpresa,Arrepentimiento,Cordialidad,Dedicación,Impresión","Vergüenza,Emoción,Impresión,Timidez,Nostalgia,Inquietud",4,3,5,5,4,5,5,2,3,4,4,4,4,4,4,4,4,4,1,0,0,0,4,2,4,4,3,3,true
SIPopsy,,2022-07-08,1993,Mujer,Técnico / Tecnológico,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,No,Desempleado,2121,R,2,3,2,2,2,3,2,2,2,3,2,2,2,0,0,2,2,2,2,"Tensión,Educación,Sospecha,Nostalgia,Impresión,Trabajo","Sorpresa,Aburrición,Agitación,Extroversión,Compasión,Sospecha","Educación,Imprudencia,Dedicación,Inquietud,Impresión,Amistad",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,2,2,2,2,true
SIPopsy,,2022-07-08,1995,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,852,C,4,5,4,5,5,4,5,5,4,5,1,1,1,1,1,1,1,1,1,"Imprudencia,Trabajo,Timidez,Educación,Amistad,Sorpresa","Emoción,Cordialidad,Compasión,Arrepentimiento,Trabajo,Educación","Emoción,Timidez,Impresión,Tensión,Orgullo,Agitación",5,3,1,2,1,1,1,1,5,5,1,5,2,5,5,5,2,3,1,1,1,1,1,2,1,1,1,1,true
SIPopsy,,2022-07-08,1999,Hombre,Técnico / Tecnológico,Estrato 5,Anguilla,Bogotá D.C.,Bogotá D.C.,No,Empleado de Popsy,1674,_,5,1,1,1,2,4,2,1,1,4,2,1,1,0,0,2,1,2,2,"Tensión,Agitación,Trabajo,Timidez,Impresión,Sospecha","Dedicación,Arrepentimiento,Orgullo,Vergüenza,Disciplina,Tensión","Dedicación,Trabajo,Sorpresa,Amistad,Emoción,Impresión",3,3,2,3,1,1,1,1,1,2,1,1,2,3,3,1,3,2,0,0,0,0,2,4,1,1,2,5,true
SIPopsy,,2022-07-08,1980,Mujer,Bachillerato,Estrato 3,Antártida,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,2586,R,4,4,4,3,3,4,5,3,5,5,4,5,4,1,1,4,5,3,5,"Dedicación,Timidez,Disciplina,Educación,Compasión,Tensión","Compasión,Disciplina,Impresión,Vergüenza,Tensión,Inquietud","Timidez,Arrepentimiento,Sospecha,Sorpresa,Orgullo,Vergüenza",5,4,4,5,5,5,4,1,4,3,4,3,5,5,5,3,5,5,1,1,1,1,4,4,4,3,4,4,true
SIPopsy,,2022-07-08,1968,Mujer,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Labores del hogar,3607,S,2,3,2,1,2,1,2,3,1,1,2,2,3,1,0,4,2,2,2,"Agitación,Cordialidad,Tensión,Inquietud,Nostalgia,Compasión","Nostalgia,Dedicación,Tensión,Vergüenza,Compasión,Agitación","Compasión,Aburrición,Trabajo,Vergüenza,Imprudencia,Arrepentimiento",3,1,3,1,3,1,3,3,2,3,2,3,3,3,3,3,1,3,0,0,0,0,1,2,1,1,1,3,true
SIPopsy,,2022-07-08,1995,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Labores del hogar,5544,V,2,2,2,2,2,2,2,2,2,2,2,3,2,0,0,2,2,2,2,"Tensión,Compasión,Sorpresa,Disciplina,Timidez,Aburrición","Imprudencia,Sospecha,Disciplina,Extroversión,Vergüenza,Agitación","Dedicación,Educación,Sospecha,Inquietud,Disciplina,Cordialidad",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,2,2,2,2,true
SIPopsy,,2022-07-08,1991,Hombre,Técnico / Tecnológico,Estrato 1,Angola,Bogotá D.C.,Bogotá D.C.,No,Desempleado,2366,C,5,4,3,5,2,3,5,5,4,5,1,1,3,1,1,3,5,5,2,"Cordialidad,Disciplina,Imprudencia,Impresión,Vergüenza,Inquietud","Dedicación,Extroversión,Orgullo,Aburrición,Imprudencia,Vergüenza","Extroversión,Educación,Disciplina,Sospecha,Compasión,Vergüenza",3,4,4,4,5,4,5,4,4,4,4,5,4,4,2,4,4,4,1,1,1,1,4,1,4,3,4,4,true
SIPopsy,,2022-07-08,1994,Mujer,Técnico / Tecnológico,Estrato 4,Anguilla,Bogotá D.C.,Bogotá D.C.,No,Empleado de Popsy,4531,G,5,3,5,5,5,5,5,5,4,2,1,2,1,0,0,1,1,2,2,"Timidez,Sospecha,Extroversión,Compasión,Vergüenza,Trabajo","Compasión,Educación,Impresión,Trabajo,Emoción,Tensión","Educación,Orgullo,Disciplina,Timidez,Imprudencia,Arrepentimiento",1,3,4,2,2,2,4,2,1,2,4,1,1,1,1,2,1,2,0,0,1,1,1,2,1,4,1,2,true
SIPopsy,,2022-07-08,1987,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,6088,K,3,3,3,4,2,3,3,3,5,5,4,4,4,1,0,4,4,4,4,"Inquietud,Aburrición,Agitación,Vergüenza,Disciplina,Impresión","Agitación,Arrepentimiento,Sospecha,Nostalgia,Educación,Compasión","Tensión,Educación,Extroversión,Sospecha,Aburrición,Inquietud",1,3,1,1,1,2,2,5,5,1,1,5,1,1,2,5,1,1,1,0,1,1,4,4,4,5,3,4,true
SIPopsy,,2022-07-08,1995,Mujer,Bachillerato,Estrato 3,Colombia,Bolívar,Morales,No,Labores del hogar,2235,C,4,5,5,4,4,4,4,5,5,4,3,3,3,1,1,1,1,1,1,"Inquietud,Educación,Dedicación,Sorpresa,Cordialidad,Disciplina","Aburrición,Orgullo,Dedicación,Tensión,Compasión,Nostalgia","Arrepentimiento,Timidez,Tensión,Trabajo,Imprudencia,Nostalgia",5,5,4,2,1,1,1,1,5,5,1,2,3,5,5,5,5,2,1,1,1,1,1,2,2,2,1,1,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,3,3,2,,2,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1994,Mujer,Bachillerato,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,No,Desempleado,5214,R,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,"Emoción,Sorpresa,Extroversión,Arrepentimiento,Imprudencia,Aburrición","Inquietud,Cordialidad,Disciplina,Orgullo,Trabajo,Nostalgia","Aburrición,Extroversión,Sospecha,Tensión,Cordialidad,Timidez",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,true
SIPopsy,,2022-07-09,1998,Mujer,Técnico / Tecnológico,Estrato 4,Anguilla,Bogotá D.C.,Bogotá D.C.,No,Empleado de Popsy,2674,U,2,4,2,4,2,1,5,2,1,2,2,2,2,0,0,1,1,1,1,"Orgullo,Trabajo,Amistad,Cordialidad,Agitación,Sorpresa","Vergüenza,Amistad,Trabajo,Arrepentimiento,Dedicación,Sorpresa","Aburrición,Timidez,Disciplina,Agitación,Compasión,Emoción",2,5,1,4,1,3,4,1,1,2,1,4,2,3,3,2,2,1,0,0,0,0,4,5,4,1,1,1,true
SIPopsy,,2022-07-09,1962,Hombre,Técnico / Tecnológico,Estrato 3,Anguilla,Bogotá D.C.,Bogotá D.C.,No,Desempleado,3557,L,4,2,4,4,4,4,3,3,3,4,2,3,4,1,0,3,3,3,3,"Nostalgia,Orgullo,Extroversión,Vergüenza,Cordialidad,Trabajo","Amistad,Sorpresa,Dedicación,Tensión,Imprudencia,Impresión","Educación,Impresión,Agitación,Amistad,Extroversión,Sospecha",2,3,2,2,3,3,3,1,3,2,3,1,3,2,2,1,2,3,0,0,0,0,4,3,3,3,4,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1980,Hombre,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Estudiante,8173,J,3,5,5,5,5,5,5,5,5,5,4,4,4,1,0,3,3,4,4,"Amistad,Orgullo,Dedicación,Aburrición,Arrepentimiento,Extroversión","Cordialidad,Arrepentimiento,Educación,Inquietud,Sospecha,Trabajo","Compasión,Amistad,Aburrición,Impresión,Disciplina,Trabajo",3,4,2,5,5,2,5,5,4,4,4,3,2,2,2,4,2,2,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1995,Mujer,Técnico / Tecnológico,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,No,Labores del hogar,2532,R,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,"Compasión,Nostalgia,Imprudencia,Amistad,Sorpresa,Vergüenza","Impresión,Imprudencia,Cordialidad,Aburrición,Emoción,Amistad","Arrepentimiento,Disciplina,Imprudencia,Sorpresa,Orgullo,Agitación",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,2,2,2,2,true
SIPopsy,,2022-07-09,1993,Mujer,Técnico / Tecnológico,Estrato 2,Anguilla,Atlántico,Manatí,No,Desempleado,5258,Y,4,4,5,5,4,2,4,4,4,5,4,4,4,1,1,4,4,4,4,"Educación,Timidez,Dedicación,Sospecha,Orgullo,Amistad","Impresión,Dedicación,Vergüenza,Extroversión,Disciplina,Agitación","Cordialidad,Sorpresa,Timidez,Emoción,Disciplina,Extroversión",5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,1,1,1,1,3,4,4,3,4,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1990,Hombre,Técnico / Tecnológico,Estrato 1,Bélgica,Bogotá D.C.,Bogotá D.C.,No,Labores del hogar,2334,X,3,3,3,3,3,3,1,1,1,3,2,2,2,0,0,3,3,3,2,"Emoción,Agitación,Impresión,Orgullo,Vergüenza,Cordialidad","Trabajo,Compasión,Agitación,Disciplina,Dedicación,Impresión","Agitación,Sospecha,Trabajo,Emoción,Cordialidad,Orgullo",2,2,3,3,3,1,1,2,3,2,3,3,2,2,3,2,3,2,0,0,0,0,4,3,2,3,3,3,true
SIPopsy,,2022-07-09,1996,Mujer,Técnico / Tecnológico,Estrato 2,Antártida,Bogotá D.C.,Bogotá D.C.,No,Labores del hogar,2544,Z,4,4,4,4,4,3,4,4,4,4,5,3,5,1,1,5,5,4,1,"Aburrición,Educación,Orgullo,Agitación,Timidez,Trabajo","Vergüenza,Compasión,Extroversión,Disciplina,Aburrición,Arrepentimiento","Extroversión,Sospecha,Educación,Compasión,Timidez,Imprudencia",2,3,3,2,5,2,5,3,5,2,4,5,4,5,3,2,3,3,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,4,,,4,,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,4,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1991,Mujer,Título universitario,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,No,Empleado de otra compañía o institución,687,R,3,3,3,3,4,3,4,4,3,1,3,4,4,1,0,3,3,4,3,"Trabajo,Orgullo,Nostalgia,Agitación,Impresión,Inquietud","Extroversión,Sorpresa,Amistad,Educación,Trabajo,Tensión","Cordialidad,Sospecha,Educación,Trabajo,Sorpresa,Timidez",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,3,4,5,4,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,4,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,3,,,,,,,,,,,4,,,,,,,,,,,
SIPopsy,,2022-07-09,1991,Mujer,Título universitario,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,No,Empleado de otra compañía o institución,687,R,3,4,3,3,3,3,4,4,3,4,4,4,3,1,1,3,3,3,5,"Cordialidad,Extroversión,Imprudencia,Dedicación,Timidez,Orgullo","Trabajo,Educación,Amistad,Aburrición,Cordialidad,Inquietud","Nostalgia,Sospecha,Cordialidad,Amistad,Agitación,Educación",3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,1,0,0,0,3,3,4,4,4,3,true
SIPopsy,,2022-07-09,1991,Mujer,Título universitario,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,Sí,Empleado de otra compañía o institución,687,R,3,3,3,3,3,3,3,3,4,3,3,3,3,1,0,4,3,3,3,"Sospecha,Dedicación,Trabajo,Arrepentimiento,Agitación,Vergüenza","Educación,Nostalgia,Timidez,Cordialidad,Orgullo,Imprudencia","Sospecha,Arrepentimiento,Vergüenza,Nostalgia,Compasión,Sorpresa",4,4,4,4,3,3,4,4,3,3,4,3,4,3,4,4,3,4,0,0,0,0,4,3,3,3,3,4,true
SIPopsy,,2022-07-09,1983,Mujer,Bachillerato,Estrato 2,Antártida,Caldas,Belalcázar,No,Desempleado,9568,V,5,3,1,4,2,5,5,5,5,2,4,5,4,0,1,5,5,5,4,"Cordialidad,Sorpresa,Arrepentimiento,Trabajo,Dedicación,Aburrición","Sospecha,Imprudencia,Timidez,Aburrición,Amistad,Dedicación","Sospecha,Orgullo,Arrepentimiento,Imprudencia,Disciplina,Extroversión",2,5,5,5,5,5,5,1,3,1,2,3,4,4,5,3,5,2,1,0,0,0,5,5,5,4,5,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1976,Mujer,Bachillerato,Estrato 2,Antártida,Boyacá,Aquitania,No,Desempleado,8568,G,4,4,4,4,5,5,4,4,5,5,5,5,5,1,1,5,5,5,5,"Educación,Trabajo,Sospecha,Aburrición,Disciplina,Nostalgia","Arrepentimiento,Extroversión,Impresión,Dedicación,Emoción,Disciplina","Cordialidad,Aburrición,Trabajo,Timidez,Arrepentimiento,Imprudencia",5,4,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,1,1,1,1,4,1,5,5,5,5,true
SIPopsy,,2022-07-09,1976,Mujer,Bachillerato,Estrato 2,Antigua y Barbuda,Boyacá,Ciénega,No,Trabajador independiente,8268,J,3,2,4,4,4,5,3,1,1,2,5,4,4,1,1,4,4,4,4,"Compasión,Emoción,Vergüenza,Extroversión,Tensión,Nostalgia","Dedicación,Timidez,Nostalgia,Trabajo,Vergüenza,Imprudencia","Extroversión,Aburrición,Orgullo,Nostalgia,Emoción,Dedicación",5,4,4,3,3,4,5,2,4,1,1,1,3,5,5,3,2,3,1,1,1,1,5,4,4,4,5,4,true
SIPopsy,,2022-07-09,1992,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,6942,R,4,4,4,4,4,4,4,4,4,4,3,3,4,0,0,3,3,5,3,"Extroversión,Sospecha,Educación,Dedicación,Cordialidad,Emoción","Arrepentimiento,Cordialidad,Extroversión,Impresión,Dedicación,Emoción","Cordialidad,Timidez,Inquietud,Dedicación,Educación,Trabajo",5,3,3,3,3,5,4,5,4,5,4,4,2,3,3,3,3,5,0,0,0,0,3,3,3,3,3,3,true
SIPopsy,,2022-07-09,1986,Mujer,Bachillerato,Estrato 2,Argentina,Caldas,Aranzazu,No,Desempleado,8685,B,4,5,4,4,4,5,4,5,4,5,4,4,4,1,1,4,4,4,4,"Agitación,Sospecha,Inquietud,Emoción,Timidez,Amistad","Compasión,Cordialidad,Educación,Tensión,Sospecha,Impresión","Tensión,Aburrición,Arrepentimiento,Compasión,Vergüenza,Amistad",4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1986,Mujer,Bachillerato,Estrato 2,Argentina,Caldas,Aguadas,No,Desempleado,5685,F,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,4,4,4,4,"Aburrición,Timidez,Emoción,Dedicación,Sospecha,Nostalgia","Compasión,Inquietud,Aburrición,Amistad,Nostalgia,Arrepentimiento","Orgullo,Inquietud,Vergüenza,Compasión,Sorpresa,Educación",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1980,Mujer,Bachillerato,Estrato 2,Argentina,Atlántico,Luruaco,No,Desempleado,4865,K,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,"Sorpresa,Cordialidad,Compasión,Orgullo,Impresión,Aburrición","Aburrición,Impresión,Arrepentimiento,Trabajo,Timidez,Inquietud","Timidez,Educación,Sorpresa,Tensión,Amistad,Impresión",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1982,Mujer,Bachillerato,Estrato 2,Armenia,La Guajira,Distracción,No,Desempleado,8668,K,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,5,4,4,4,"Orgullo,Inquietud,Tensión,Imprudencia,Agitación,Disciplina","Tensión,Agitación,Compasión,Arrepentimiento,Sorpresa,Educación","Sospecha,Emoción,Imprudencia,Orgullo,Extroversión,Cordialidad",4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 2,Andorra,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,4535,B,4,4,4,4,4,4,4,4,4,4,4,5,4,1,1,4,4,4,4,"Imprudencia,Orgullo,Agitación,Emoción,Cordialidad,Timidez","Vergüenza,Disciplina,Nostalgia,Emoción,Educación,Trabajo","Educación,Imprudencia,Dedicación,Amistad,Tensión,Vergüenza",4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,5,5,5,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Colombia,Cundinamarca,Gachala,No,Trabajador independiente,2103,M,4,4,5,5,4,5,3,5,4,4,4,4,3,1,1,1,2,1,3,"Vergüenza,Amistad,Aburrición,Sorpresa,Impresión,Extroversión","Educación,Cordialidad,Arrepentimiento,Imprudencia,Trabajo,Compasión","Compasión,Tensión,Imprudencia,Sospecha,Disciplina,Amistad",4,3,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,1,1,1,1,2,3,3,3,1,3,true
SIPopsy,,2022-07-09,1980,Mujer,Bachillerato,Estrato 2,Antigua y Barbuda,Caldas,Pácora,No,Trabajador independiente,8856,C,4,4,4,3,4,4,4,4,4,4,3,4,4,1,1,4,5,4,4,"Agitación,Compasión,Disciplina,Educación,Orgullo,Vergüenza","Sospecha,Impresión,Amistad,Extroversión,Orgullo,Educación","Dedicación,Amistad,Imprudencia,Aburrición,Sospecha,Disciplina",3,4,4,4,3,3,4,4,4,4,5,2,3,4,4,4,3,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Argelia,Boyacá,Ciénega,No,Estudiante,4785,V,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Inquietud,Emoción,Dedicación,Tensión,Compasión,Orgullo","Nostalgia,Inquietud,Trabajo,Arrepentimiento,Aburrición,Cordialidad","Vergüenza,Tensión,Sorpresa,Nostalgia,Compasión,Trabajo",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,8524,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Timidez,Sospecha,Tensión,Inquietud,Agitación,Emoción","Dedicación,Extroversión,Arrepentimiento,Aburrición,Orgullo,Amistad","Orgullo,Agitación,Emoción,Compasión,Inquietud,Cordialidad",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Colombia,Cundinamarca,Cachipay,No,Trabajador independiente,2103,M,4,4,2,3,4,4,4,4,4,4,4,4,4,1,1,1,2,4,1,"Impresión,Sorpresa,Trabajo,Timidez,Disciplina,Vergüenza","Educación,Emoción,Sorpresa,Orgullo,Dedicación,Vergüenza","Arrepentimiento,Timidez,Tensión,Impresión,Vergüenza,Disciplina",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,true
SIPopsy,,2022-07-09,1985,Mujer,Bachillerato,Estrato 2,Antártida,Bolívar,Cantagallo,No,Trabajador independiente,8888,C,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,4,4,3,4,"Extroversión,Amistad,Orgullo,Trabajo,Nostalgia,Tensión","Sorpresa,Vergüenza,Compasión,Trabajo,Dedicación,Inquietud","Tensión,Amistad,Extroversión,Emoción,Dedicación,Trabajo",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1958,Mujer,Bachillerato,Estrato 2,Anguilla,Bolívar,Cantagallo,No,Trabajador independiente,8967,C,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,4,4,4,4,"Inquietud,Aburrición,Extroversión,Timidez,Impresión,Educación","Disciplina,Educación,Cordialidad,Sorpresa,Impresión,Timidez","Timidez,Vergüenza,Nostalgia,Compasión,Dedicación,Sorpresa",4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Cordialidad,Tensión,Trabajo,Compasión,Nostalgia,Timidez","Impresión,Aburrición,Agitación,Orgullo,Cordialidad,Sorpresa","Orgullo,Agitación,Nostalgia,Imprudencia,Disciplina,Dedicación",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1983,Mujer,Bachillerato,Estrato 2,Angola,Boyacá,Chinavita,No,Desempleado,5968,B,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,"Inquietud,Emoción,Vergüenza,Nostalgia,Tensión,Sorpresa","Vergüenza,Emoción,Arrepentimiento,Compasión,Disciplina,Trabajo","Emoción,Aburrición,Inquietud,Arrepentimiento,Tensión,Impresión",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Dinamarca,Cundinamarca,Cajicá,No,Estudiante,1523,C,3,2,4,2,3,4,4,4,4,2,2,3,4,0,0,4,1,2,3,"Disciplina,Impresión,Tensión,Arrepentimiento,Timidez,Inquietud","Tensión,Imprudencia,Disciplina,Emoción,Agitación,Educación","Arrepentimiento,Sorpresa,Educación,Emoción,Vergüenza,Trabajo",4,3,4,3,3,4,4,5,5,4,5,5,5,4,4,4,5,4,1,1,1,1,3,4,3,2,2,3,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Tensión,Disciplina,Extroversión,Timidez,Orgullo,Imprudencia","Compasión,Vergüenza,Sospecha,Cordialidad,Disciplina,Agitación","Impresión,Amistad,Extroversión,Trabajo,Inquietud,Compasión",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
